分类,测试类型,标准问题,测试问题,关键词,是否成功,ID匹配,关键词匹配,关键词命中率,最高相似度,匹配问题1,匹配问题2,答案摘要
产品信息,相似问题,可以变更受益人吗,能不能改一下受益人信息？,"变更受益人,修改受益人,指定受益人",成功,是,否,33%,0.852,可以变更受益人吗,这是我投保人的电话,您好，本产品不可变更受益人。 责任五：上海质子重离子放射治疗费用医疗保障 | 100万保障期间内，被
产品信息,相似问题,哪些人群可以参保南京宁惠保？,哪些人可以买南京宁惠保？,"参保条件,南京宁惠保,医保参保人",成功,是,是,67%,0.867,哪些人群可以参保南京宁惠保？,哪些人群可以参加南京宁惠保？,南京宁惠保面向南京市基本医疗保险参保人员开放参保，包括城镇职工、城乡居民等。异地参保人员也可通过线上
产品信息,相似问题,哪些人群可以参加南京宁惠保？,没交医保的人能参加宁惠保吗？,"参保对象,近亲属,断保用户",成功,是,是,67%,0.819,哪些人群可以参加南京宁惠保？,哪些人群可以参保南京宁惠保？,南京宁惠保面向南京市基本医疗保险参保人员及其近亲属开放参保，包括但不限于已参保人员、断保用户以及未参
产品信息,相似问题,在哪里查询这款产品的条款？,这款保险具体保什么？,"保险条款,保障内容,合同",失败,否,否,0%,0.779,这款产品保障范围是什么？,这款产品保额是多少？,您好，本产品保险范围主要为：
基础保障版（99元版本）：
责任一：医保范围内医疗保障。保障期间内，被
产品信息,相似问题,城市定制型保险/普惠型补充医疗保险是什么？,什么是城市定制型商业保险？,"城市定制型保险,普惠型补充医疗,政府合作",成功,是,否,33%,0.778,城市定制型保险/普惠型补充医疗保险是什么？,什么是商业保险？,您好，城市普惠型补充医疗保险是各地政府联合保险公司推出的，立足当地医保政策及群众需求的高性价比报销型
产品信息,相似问题,填写的身份信息会被泄露吗？,填写的个人信息会不会被泄露？,"信息泄露,隐私保护,身份信息",成功,是,否,0%,0.825,填写的身份信息会被泄露吗？,保单号可以空着吗,您好，我们对您的信息承担保密义务，并仅会在您授权的范围内使用您的信息。同时，为保障您的信息安全，我们
产品信息,相似问题,外籍人士可以投保这款产品吗？,外国人可以买这款保险吗？,"外籍人士,投保资格,外国人参保",成功,是,否,33%,0.773,外籍人士可以投保这款产品吗？,这款产品可以为他人投保吗？,您好，外籍人士无法在线上完成投保。 您好，您可以为您本人及近亲属投保，近亲属包括父母、配偶、子女、兄
产品信息,相似问题,什么是免赔额？免赔额是多少？,免赔额多少钱？,"免赔额金额,免赔额数额,自付额度",失败,否,否,0%,0.845,请问免赔额是多少,什么是免赔额？免赔额是多少？,升级保障版（150元版本）：①责任一：免赔额1.5至2万元之间赔付10%；2万元以上非既往症赔付90
产品信息,相似问题,如何实现家庭参保共享免赔额，理赔时如何认定为一个家庭？,一家人能共享免赔额吗？,"免赔额共享,家庭免赔额,免赔额合并",失败,否,否,0%,0.875,家庭成员是否可以共享免赔额？,如何实现家庭参保共享免赔额，理赔时如何认定为一个家庭？,家庭成员可以共享免赔额，但需满足以下条件：同一投保人投保自己的直系亲属（父母、配偶、子女），且家庭成
产品信息,相似问题,如何查询自己是否已开通自动续保?,怎么查我有没有开自动续保？,"自动续保,查询,是否开通",成功,是,是,67%,0.842,如何查询自己是否已开通自动续保?,如何取消自动续保,（1）如您是通过我的南京APP、南京宁惠保公众号参保：可点击“南京宁惠保”公众号菜单栏→【个人中心】
产品信息,相似问题,保单到期后，没有出险保费会返还吗？,如果没出险，到期能拿回钱吗？,"保单到期,保费返还,消费型保险",成功,是,否,33%,0.800,保单到期后，没有出险保费会返还吗？,退保的费用是怎么计算的？,您好，本产品属于消费型保险， 它的保费相对低廉（每年一百左右），却能提供上百万元的保额，正是因为它是
产品信息,相似问题,宁惠保六期是否支持使用医保个账购买，是否有金额限制，是否支持为家庭成员购买？,可以用医保卡余额买宁惠保吗？,"医保个账,购买,金额限制",成功,是,是,100%,0.823,宁惠保六期是否支持使用医保个账购买，是否有金额限制，是否支持,是否可以带病投保？,宁惠保六期支持使用医保个账购买，且医保个账可为近亲属购买。关于医保个账内最低金额限制，具体以官方规定
产品信息,相似问题,什么是等待期,买了保险多久才能理赔？,"等待期,观察期,免责期",成功,是,否,33%,0.822,什么是等待期,这款产品的等待期/观察期有多久？,您好，等待期是指自本保险合同起始时间起计算的一段时间（该时间以保险合同载明为准；若保险合同未载明则该
产品信息,相似问题,宁惠保的赔付标准是什么？,宁惠保的赔付比例是多少？,"宁惠保,赔付标准,报销比例",失败,否,否,33%,0.808,想请问下理赔的金额？,宁惠保的免赔额是如何计算的？,25年25年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1
产品信息,相似问题,家庭成员如何共享免赔额？需要提供哪些证明材料？,一家人能共享免赔额吗？,"免赔额共享,家庭免赔额,免赔额合并",失败,否,否,0%,0.875,家庭成员是否可以共享免赔额？,如何实现家庭参保共享免赔额，理赔时如何认定为一个家庭？,家庭成员可以共享免赔额，但需满足以下条件：同一投保人投保自己的直系亲属（父母、配偶、子女），且家庭成
产品信息,相似问题,家庭成员是否可以共享免赔额？,一家人能共享免赔额吗？,"免赔额共享,家庭免赔额,免赔额合并",成功,是,否,0%,0.875,家庭成员是否可以共享免赔额？,如何实现家庭参保共享免赔额，理赔时如何认定为一个家庭？,家庭成员可以共享免赔额，但需满足以下条件：同一投保人投保自己的直系亲属（父母、配偶、子女），且家庭成
产品信息,相似问题,已经划扣，需要取消，如何操作退费?,钱已经被扣了，怎么退回来？,"退保,取消保险,退款",成功,是,否,33%,0.794,已经划扣，需要取消，如何操作退费?,申请退保后保费多久到账？,如您需要退费，可以在保单生效前(2026公众号年1月1日前)，（1）在“南京宁惠保”菜单栏【个人中心
产品信息,相似问题,已经购买了其他产品，是否还需要购买这款产品？,已经有医保还需要买这个吗？,"重复购买,其他产品,是否需要",失败,否,否,0%,0.762,购买宁惠保是否还需要购买国家基本医疗保险？,已经购买了其他产品，是否还需要购买这款产品？,购买宁惠保并不替代国家基本医疗保险，两者可以同时参保。宁惠保作为补充医疗保障，可对医保外费用进行赔付
产品信息,相似问题,已经购买了其他医疗保障产品，是否还需要购买南京宁惠保？,我已经有商业医疗保险了，还用买宁惠保吗？,"已有医疗保障,是否还需,叠加保障",成功,是,否,0%,0.862,已经购买了其他医疗保障产品，是否还需要购买南京宁惠保？,购买宁惠保是否还需要购买国家基本医疗保险？,即使已购买其他医疗保障产品，仍建议购买南京宁惠保，因其提供双通道门诊用药报销、医保外费用免赔额降低、
产品信息,相似问题,开通了自动续保后会从哪些渠道划扣?,开通自动续保后保费从哪里扣？,"自动续保,划扣渠道,支付方式",成功,是,否,33%,0.873,开通了自动续保后会从哪些渠道划扣?,这个自动续保我都不知道怎么就自动续保了？能取消订单吗,将从您去年参保“南京宁惠保”五期时的支付渠道自动划扣，如您去年是使用医保个人账户支付，那么今年依然会
产品信息,相似问题,今年还可以用医保个账支付保费吗？,可以用医保卡里的钱交保费吗？,"医保个账,个人账户,医保余额",成功,是,否,33%,0.818,今年还可以用医保个账支付保费吗？,宁惠保六期是否支持使用医保个账购买，是否有金额限制，是否支持,可以的，支持使用医保个账余额为符合参保条件的本人、配偶、父母、子女支付保费，南京职工医保参保人还可用
产品信息,相似问题,与去年相比，“南京宁惠保”六期的保障有变化吗？,南京宁惠保六期和五期有什么不一样？,"南京宁惠保,六期,保障变化",成功,是,是,67%,0.799,与去年相比，“南京宁惠保”六期的保障有变化吗？,南京宁惠保六期有哪些保障和优惠政策？,一是新增了门诊用药可赔。升级版责任一，将住院期间和通过“双通道”在门诊（含定点零售药店）使用国家谈判
产品信息,相似问题,怎么为家人激活电子医保凭证？,如何给家人开通电子医保卡？,"激活医保凭证,电子医保卡,微信激活",成功,是,否,0%,0.787,怎么为家人激活电子医保凭证？,今年还可以用医保个账支付保费吗？,激活医保电子凭证需要使用本人实名的微信号，同时绑定本人的银行卡才可以成功激活，所以每个微信账号只能激
产品信息,相似问题,怎么查询或下载发票？,怎么获取宁惠保的发票？,"发票,电子发票,下载发票",成功,是,是,67%,0.866,怎么查询或下载发票？,宁惠保电子保单怎么下载？,您好，目前宁惠保参保后是可以提供电子发票。如有需求，我们为您登记后预计3个工作日发送。给您带来不便，
产品信息,相似问题,投保后，为什么一直显示出单中？,为什么显示还在出单？,"出单中,状态,审核",成功,是,是,100%,0.819,投保后，为什么一直显示出单中？,那个直赔怎么没有报销,您好，别担心，“出单中”是正常状态。因为保障是2026年1月1日才开始，保险公司正在审核中。等参保材
产品信息,相似问题,我是南京医保，可以给省内医保的家人/外地医保的家人参保吗,我可以用南京医保给外地的家人买保险吗？,"南京医保,家人参保,外地医保",成功,是,否,33%,0.902,我是南京医保，可以给省内医保的家人/外地医保的家人参保吗,南京基本医保参保人可以为直系亲属投保宁惠保吗？,可以参保。如果是江苏省内医保的家人，可以直接为他们参保；如果家人是外地医保，有两种情况可以为他们直接
产品信息,相似问题,投保后提供纸质保单还是电子保单？,买了保险会收到纸质合同吗？,"电子保单,纸质保单,凭证",成功,是,是,67%,0.827,投保后提供纸质保单还是电子保单？,为什么保单上没有保险公司的盖章？,您好，为倡导绿色环保本产品提供的是电子参保凭证。 您好，我们给您提供电子参保凭证上是有承保保险公司的
产品信息,相似问题,投保这款产品需要满足什么条件？,这款保险谁能买？,"投保条件,参保要求,购买资格",失败,否,否,0%,0.794,这款产品可以为他人投保吗？,投保这款产品需要满足什么条件？,您好，您可以为您本人及近亲属投保，近亲属包括父母、配偶、子女、兄弟姐妹、祖父母、外祖父母、孙子女、外
产品信息,相似问题,为什么价格这么优惠？,为什么这么便宜？,价格优惠原因,成功,是,否,0%,0.796,为什么价格这么优惠？,N/A,您好，因为“南京宁惠保”是由政府牵头，由南京市医疗保障局、南京市委金融委员会办公室、南京市民政局、南
产品信息,相似问题,退休后，可以投保本产品吗？,退休了还能买这个保险吗？,"退休,投保,购买",成功,是,是,67%,0.850,退休后，可以投保本产品吗？,这款产品会停售吗？,您好，满足投保条件的退休人员可以投保本产品。 您好，本产品的参保开放时间为即日起至2025年12月3
产品信息,相似问题,是否可以带病投保？,我已经有病了还能买这个保险吗？,"带病投保,可以买保险吗,已有疾病参保",成功,是,否,0%,0.801,是否可以带病投保？,投保这款产品是否需要健康告知/体检？,可以的，但需要注意的是，参保人在产品生效前如已患有约定的六种疾病或已存在这六种疾病的病前症状，并因此
产品信息,相似问题,暂时不需要自动续保“南京宁惠保六期，如何取消?,怎么关掉南京宁惠保的自动续保？,"取消自动续保,关闭续保服务,宁惠保六期",成功,是,否,33%,0.889,暂时不需要自动续保“南京宁惠保六期，如何取消?,怎么取消续保功能,（1）如您是通过我的南京APP、南京宁惠保公众号参保：可点击“南京宁惠保”公众号菜单栏→【个人中心】
产品信息,相似问题,有社保和无社保投保有什么区别,没有医保的人能不能买宁惠保？,"有社保和无社保区别,参保条件,是否必须有医保",失败,否,否,0%,0.837,购买宁惠保是否还需要购买国家基本医疗保险？,哪些人群可以参保南京宁惠保？,购买宁惠保并不替代国家基本医疗保险，两者可以同时参保。宁惠保作为补充医疗保障，可对医保外费用进行赔付
产品信息,相似问题,为什么保单上没有保险公司的盖章？,保单上怎么没有印章？,"保单,盖章,公章",成功,是,是,67%,0.865,为什么保单上没有保险公司的盖章？,保单号可以空着吗,您好，我们给您提供电子参保凭证上是有承保保险公司的公章的，请您放心。您可在保单生效后通过【南京宁惠保
产品信息,相似问题,预留手机号可以修改吗？如何修改？,手机号码可以改吗？,"手机号,修改,预留信息",成功,是,是,67%,0.772,预留手机号可以修改吗？如何修改？,可以变更受益人吗,您好，预留手机号可以修改。修改方式：关注【南京宁惠保】微信公众号 → 个人中心 → 个人信息 → 修
产品信息,相似问题,投保这款产品是否需要健康告知/体检？,买这款保险要体检吗？,"健康告知,体检,是否需要",成功,是,是,67%,0.850,投保这款产品是否需要健康告知/体检？,续保时需要再次告知身体状况吗,您好，这款产品不需要健康告知，也不需要体检。 您好，续保时无需告知身体状况。 24年：免赔额是年度内
产品信息,相似问题,非南京户籍人员是否可以购买南京宁惠保？,不是南京户口的人能买宁惠保吗？,"南京宁惠保,非户籍,购买条件",成功,是,否,33%,0.888,非南京户籍人员是否可以购买南京宁惠保？,省外医保人员是否可以参保南京宁惠保？,非南京户籍人员也可以购买南京宁惠保，但需满足一定条件。如果由子女作为投保人购买，父母无需在南京居住或
住院保障,相似问题,谁没事整天住院？,是不是经常住院才买这个保险？,"住院频率,住院次数,住院问题",成功,是,否,0%,0.880,谁没事整天住院？,现在住院自费太高，自费加起来2万才报吗,24年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.8万， 1.8万
住院保障,相似问题,可以延期么？我父母在南京住院现在已经回老家了，办理文件不方便,我爸妈回老家了，理赔材料来不及怎么办？,"延期,住院文件,办理不便",成功,是,否,0%,0.792,可以延期么？我父母在南京住院现在已经回老家了，办理文件不方便,线下理赔地址在哪里？,升级保障版（150元版本）：①责任一：免赔额1.5至2万元之间赔付10%；2万元以上非既往症赔付90
住院保障,相似问题,是多次住院累计报销额超过多少可以报销,多次住院的免赔额是累计的吗？,"多次住院,累计免赔额,报销门槛",成功,是,否,33%,0.829,是多次住院累计报销额超过多少可以报销,理赔金额为什么按年度计算而不是按治疗周期？,25年：免赔额是年度内累计的不区分单次多次（基础版99）①责任一 医保范围内个人自付：免赔额 1.5
住院保障,相似问题,住院总费用1.3万，自费4千,住院花了1.3万，自己要付多少？,"住院费用自费,赔付比例",成功,是,是,50%,0.852,住院总费用1.3万，自费4千,现在住院自费太高，自费加起来2万才报吗,24年：免赔额是年度内累计的（基础版99） ①责任一 医保范围内个人自付：免赔额 1.8万， 1.8
住院保障,相似问题,现在住院自费太高，自费加起来2万才报吗,住院花了很多钱，怎么才赔这么点？,"住院自费,年度累计",成功,是,否,0%,0.815,现在住院自费太高，自费加起来2万才报吗,住院总费用1.3万，自费4千,24年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.8万， 1.8万
保单服务,相似问题,在哪里查询或下载我的保单？,如何下载我的电子保单？,"下载,保单,电子凭证",成功,是,是,100%,0.859,在哪里查询或下载我的保单？,电子保单什么时候可以查下并下载？,您好，我们给您提供电子保单，保单生效后可通过【南京宁惠保】微信公众号-【我的服务】-【我的保单】，选
保单服务,相似问题,能查到我的保单么,我的保险合同可以在线查到吗？,"保单,查询,查看",成功,是,是,100%,0.869,能查到我的保单么,哪里可以查看我的保单,升级版：责任一：医保范围内医疗保障100万元 免赔额：1.45至2万元之间 非既往症人群50%，既往
保单服务,相似问题,25年12月住院，26年1月1号出院，怎么在查询时看不到25年这单，而且选择日期,25年12月住院，26年1月出院，能报哪一年的保险？,"跨年住院,报销,入院时间",成功,是,否,33%,0.833,25年12月住院，26年1月1号出院，怎么在查询时看不到25,理赔金额为什么按年度计算而不是按治疗周期？,以入院时间为准，入院在哪一年就在哪一年申请理赔。跨年费用理赔 ：按照住院时间算25年有保单的话，25
保单服务,相似问题,如何咨询关于南京宁惠保的参保问题？,想了解宁惠保怎么买，该找谁？,"咨询参保,购买问题,投保疑问",失败,否,否,0%,0.871,在哪里查询投保须知？,这款产品怎么投保？,您好，您可关注【南京宁惠保】微信公众号--【参保入口】，点击参保页面最下方的【投保须知及声明】查看。
保单查询,相似问题,保单号可以空着吗,申请理赔时没有保单号怎么办？,"保单号,填写要求,是否必填",成功,是,否,0%,0.848,保单号可以空着吗,线下理赔地址在哪里？,25年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.5万， 1.5万
保单查询,相似问题,宁惠保电子保单怎么下载？,怎么查宁惠保的电子保单？,"宁惠保,电子保单,下载",成功,是,是,67%,0.882,宁惠保电子保单怎么下载？,怎么查询或下载发票？,您好，下载保单或发票的步骤：一、公众号下载：关注微信公众号江苏人保财险—个性主页—中国人保-我的-我
保单查询,相似问题,这个自动续保我都不知道怎么就自动续保了？能取消订单吗,我不想继续买了，怎么关掉自动续保？,"自动续保,取消订单,退保",失败,否,否,33%,0.884,如何取消自动续保,这个自动续保我都不知道怎么就自动续保了？能取消订单吗,取消自动续保：①【我的南京APP】或微信服务号【南京宁惠保】“个人中心”--“我的保单”页面找到需要
保单查询,相似问题,哪里可以查看我的保单,怎么查我的保险单？,"保单,查看,凭证",成功,是,是,100%,0.870,哪里可以查看我的保单,能查到我的保单么,取消自动续保：①【我的南京APP】或微信公众号【南京宁惠保】“个人中心”--“我的保单”页面找到需要
保障范围,相似问题,门诊日间手术可以理赔吗？有哪些病种？,哪些门诊日间手术可以理赔？,"日间手术,理赔,病种",成功,是,是,100%,0.876,门诊日间手术可以理赔吗？有哪些病种？,请问门诊手术可以理赔吗,您好，患有门诊日间手术病种清单中的疾病，在医院的门诊日间手术病房进行手术，并且是按照门诊日间手术医疗
保障范围,相似问题,双通道门诊用药如何报销,双通道门诊的药品能报销吗？,"双通道,门诊用药,报销",成功,否,是,100%,0.891,请问门诊双通道的药品可以报销吗？,你好我想问下门诊双通道现在也可以报销吗,24年：免赔额是年度内累计的（基础版99） ①责任一 医保范围内个人自付：免赔额 1.8万， 1.8
保障范围,相似问题,什么情况下可以申请宁惠保理赔？,宁惠保什么时候可以报销？,"宁惠保理赔,申请条件,住院费用",成功,是,否,33%,0.804,什么情况下可以申请宁惠保理赔？,宁惠保六期理赔时间是什么时候？,您好，宁惠保理赔范围：住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用达到免赔额的可以
保障范围,相似问题,去年投保了，今年投保，去年确认恶性肿瘤，算既往症吗？,去年确诊癌症，今年还能正常理赔吗？,"既往症,老毛病,恶性肿瘤",成功,是,否,33%,0.815,去年投保了，今年投保，去年确认恶性肿瘤，算既往症吗？,今年还支持直赔吗？直赔医院有哪些？,您好，连续参保情况下，如果您是产品生效期间确诊产品的既往症病种，也是属于非既往症，建议您连续参保 南
保障范围,相似问题,如何申请特药理赔？,怎么申请南京宁惠保的特药理赔？,"特药理赔,特效药,靶向药",成功,是,否,33%,0.892,如何申请特药理赔？,如何申请南京宁惠保医疗理赔？,特药理赔申请入口为：（1）【南京宁惠保】公众号-理赔专区-理赔申请-南京宁惠保特药理赔；（2）【我的
保障范围,相似问题,狂犬疫苗费用是否可以报销,打狂犬疫苗的钱能报吗？,"狂犬疫苗,报销,理赔范围",成功,是,是,100%,0.806,狂犬疫苗费用是否可以报销,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,狂犬疫苗费用不在宁惠保理赔范围内。宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算后
保障范围,相似问题,急诊费用是否可以报销？,急诊看病能报吗？,"急诊报销,门诊费用,理赔范围",成功,是,是,67%,0.749,急诊费用是否可以报销？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,急诊费用不在保障范围内，宁惠保理赔范围包括住院、门特及门诊大病类型的门诊费用，经医保结算后剩余费用按
保障范围,相似问题,那之前门诊拍片子之类的算么？,之前在门诊拍片子能不能报？,"门诊,免赔额,报销",成功,是,是,67%,0.798,那之前门诊拍片子之类的算么？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,26年：免赔额是年度内累计的（基础版99）①责任一：(住院/门特/门诊大病+住院期间经医保结算的双通
保障范围,相似问题,中草药费用报销吗？,中草药的费用可以报销吗？,"中草药,费用,报销",成功,是,是,100%,0.820,中草药费用报销吗？,进口药、自费药可以报销吗,您好，不符合当地医保范围的中草药类费用是不报销的，一般指营养滋补作用的单方、复方中药或中成药品，包括
保障范围,相似问题,哪些疾病可以理赔？,哪些病可以申请赔付？,"理赔,疾病,报销",成功,是,是,100%,0.791,哪些疾病可以理赔？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,具体可理赔的疾病范围请参考保险条款中的疾病保障内容，建议您仔细阅读相关保险合同或咨询保险公司获取详细
保障范围,相似问题,本产品既往症具体有哪些？,哪些老毛病不能保？,"既往症有哪些,老毛病范围,已有疾病",成功,是,否,0%,0.725,本产品既往症具体有哪些？,对于既往症是什么政策啊,您好，本产品约定6种重大疾病为：
①恶性肿瘤；
②肾功能不全；
③肝硬化、肝功能不全；
④缺血性心脏
保障范围,相似问题,住院报销需要哪些材料？,住院理赔需要准备哪些资料？,"住院,报销,材料",成功,否,是,100%,0.859,理赔申请需要哪些材料？,住院报销需要哪些材料？,理赔材料需完整上传每一页，确保清晰。住院材料包括：住院发票、出院小结或出院记录、住院费用明细清单（左
保障范围,相似问题,这款产品可以重复报销吗？,能不能买两份一起用？,"重复报销,多份无效,只能买一份",成功,是,是,67%,0.781,这款产品可以重复报销吗？,这款产品可以为他人投保吗？,您好，这款产品是不可以重复报销的，同一被保险人在一个参保年度只能购买一份，购买多份无效，请您见谅。 
保障范围,相似问题,宁惠保是否包含意外险,宁惠保有没有意外保障？,"意外险,主险,附加险",成功,是,是,100%,0.803,宁惠保是否包含意外险,这款产品是哪个保险公司承保的？,宁惠保主险不包含意外险，但可加购附加险。少儿意外险25元/年，中老年意外险70元/年。已购买主险的用
保障范围,相似问题,宁惠保是否可以报销住院费用？,宁惠保住院费用能报多少？,宁惠保住院报销,成功,是,否,0%,0.875,宁惠保是否可以报销住院费用？,宁惠保理赔范围包括哪些类型费用？,宁惠保对住院费用的报销需满足免赔额条件。2025年宁惠保设有两个免赔额：责任一（医保目录内个人自付部
保障范围,相似问题,宁惠保理赔中哪些情况符合药房购药的理赔条件？,在药店买药能用宁惠保报销吗？,"宁惠保,药房购药,理赔条件",成功,是,是,100%,0.863,宁惠保理赔中哪些情况符合药房购药的理赔条件？,双通道门诊用药如何报销,宁惠保理赔中，符合药房购药理赔条件的情况包括：①在定点药房购药且享受门特/门诊大病待遇的购药行为；②
保障范围,相似问题,宁惠保理赔范围包括哪些类型费用？,宁惠保保什么类型的费用？,"宁惠保,理赔范围,保障内容",成功,是,是,67%,0.825,宁惠保理赔范围包括哪些类型费用？,宁惠保的理赔范围包括哪些类型费用？,宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用达到免赔额的可以申请
保障范围,相似问题,宁惠保理赔范围是什么？,宁惠保都保哪些门诊和住院项目？,"宁惠保,理赔范围,保障范围",成功,否,是,100%,0.839,宁惠保理赔范围包括哪些类型费用？,宁惠保理赔范围是什么？,宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用达到免赔额的可以申请
保障范围,相似问题,进口药、自费药可以报销吗,进口的药能报吗？,"进口药,自费药,报销",成功,是,是,100%,0.811,进口药、自费药可以报销吗,请问门诊双通道的药品可以报销吗？,“您好，进口药、自费药在符合规定的情况下是可以报销的。
基础版：住院或门特/门大病使用的医保目录内进
保障范围,相似问题,普通门诊费用是否可以报销？,普通门诊能报销吗？,"普通门诊,门诊费用,能否报销",成功,是,否,33%,0.855,普通门诊费用是否可以报销？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,门诊只保障门诊特殊病和门诊大病，经医保结算后的金额。符合门特/门诊大病的病种，且享受门特/门诊大病的
保障范围,相似问题,脑梗、脑出血可以报销吗？,脑梗住院能报销吗？,"脑梗,脑出血,住院报销",成功,是,是,67%,0.864,脑梗、脑出血可以报销吗？,住院手术费用是否可以报销,您好，南京宁惠保不限病种，只要是住院期间产生的合理医疗费用，符合保障责任范围的都可以报销。脑梗、脑出
保障范围,相似问题,哪里可以查询医保定点医院？,怎么查医保指定的医院？,"医保,定点医院,查询",成功,是,是,100%,0.847,哪里可以查询医保定点医院？,什么是社会保险定点医院？,您好，您通过微信【我】-【支付】-【医疗健康】-【我的】-【国家医保电子凭证】-【医保公共服务查询】
保障范围,相似问题,国外的住院医疗费用本产品可以理赔吗？,在国外住院能不能报销？,"国外,住院费用,理赔",成功,是,否,33%,0.845,国外的住院医疗费用本产品可以理赔吗？,脑梗、脑出血可以报销吗？,您好，很抱歉，对于被保险人在中华人民共和国领土以外的国家或者地区，以及香港特别行政区、澳门特别行政区
保障范围,相似问题,哪些情况不赔付？除外责任是什么？,哪些情况不能理赔？,"不赔付,除外责任,免责条款",成功,是,否,33%,0.761,哪些情况不赔付？除外责任是什么？,理赔申请被驳回的原因是什么？,您好，不赔付的情况在【保险条款】-免除责任里有详细说明。您可以关注【南京宁惠保】微信公众号，在参保页
保障范围,相似问题,住院手术费用是否可以报销,做手术的费用能报吗？,"住院手术,门诊大病,门特",成功,否,是,67%,0.812,手术费用是否可以理赔,住院手术费用是否可以报销,本产品保障被保险人在保单年度内因疾病或意外导致的住院、门特、门诊大病费用，经医保报销后，达到免赔额后
保障范围,相似问题,住院费用是否可以报销？如何申请？,住院的费用能申请赔付吗？怎么操作？,"住院费用,是否可以报销,理赔流程",成功,是,是,67%,0.824,住院费用是否可以报销？如何申请？,现在住院自费太高，自费加起来2万才报吗,可以申请理赔。理赔流程为：1.通过『我的南京』APP-我的-南京宁惠保，或2.南京宁惠保微信公众号，
保障范围,相似问题,基因检测费用是否可以报销？,做基因检测能不能报保险？,"基因检测,费用报销,住院清单",成功,是,否,0%,0.802,基因检测费用是否可以报销？,投保这款产品是否需要健康告知/体检？,在住院费用清单内的可以报销，不在住院费用清单内的不报销。宁惠保理赔范围包括住院和门特、门诊大病类型的
保障范围,相似问题,手术费用是否可以理赔,做手术的费用可以申请赔款吗？,手术费理赔,成功,是,否,0%,0.826,手术费用是否可以理赔,医保报销后个人自付和自费费用如何赔付？,本产品保障被保险人在保单年度内因疾病或意外导致的住院、门特、门诊大病费用，经医保报销后，达到免赔额后
保障范围,相似问题,意外可以赔付吗？,如果发生意外能报销吗？,"意外,赔付,报销",成功,是,是,100%,0.813,意外可以赔付吗？,脑梗、脑出血可以报销吗？,您好，因意外导致的符合南京市医保支付范围内外的住院医疗费用可以申请赔付。 您好，南京宁惠保不限病种，
保障范围,相似问题,门诊费用是否可以报销？,门诊费用有哪些是可以报的？,"门诊费用,报销,保障内容",失败,否,否,33%,0.816,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,门诊费用是否可以报销？,24年：免赔额是年度内累计的（基础版99）①责任一 医保范围内个人自付：免赔额 1.8万， 1.8万
保障范围,相似问题,门诊看病是否可以报销,门诊看病能报销多少？,"门诊看病,报销,门特",成功,是,是,67%,0.865,门诊看病是否可以报销,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,门诊仅保障门诊特殊病和门诊大病，经医保结算后的金额。符合门特/门诊大病的病种，且享受门特/门诊大病的
保障范围,相似问题,门诊检查费用是否可以报销？,门诊检查的费用能报销吗？,"门诊检查,报销,费用",成功,是,是,67%,0.864,门诊检查费用是否可以报销？,那我刚才看你们的宣传说门诊看的也可以报，那是什么东西,普通门诊和门诊急诊的费用不在保障范围内，无法报销。宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费
保障范围,相似问题,宁惠保的理赔范围包括哪些类型费用？,宁惠保能报销哪些类型的费用？,"宁惠保,理赔范围,报销类型",成功,否,是,67%,0.879,宁惠保理赔范围包括哪些类型费用？,宁惠保的理赔范围包括哪些类型费用？,宁惠保理赔范围包括住院和门特、门诊大病类型的门诊费用，经医保结算之后，剩余的费用达到免赔额的可以申请
保障范围,相似问题,痔疮手术是否可以理赔,做痔疮手术能报销吗？,"痔疮手术,理赔,日间手术",成功,是,是,100%,0.837,痔疮手术是否可以理赔,住院手术费用是否可以报销,痔疮手术是否可以理赔，需根据具体情况进行判断。若属于日间手术病种（20种）且享受了日间手术医保待遇，
保障范围,相似问题,这款产品保障范围是什么？,这个保险都保哪些项目？,"保障范围,保什么,覆盖内容",成功,是,否,0%,0.802,这款产品保障范围是什么？,这款产品保额是多少？,您好，本产品保险范围主要为：
基础保障版（99元版本）：
责任一：医保范围内医疗保障。保障期间内，被
